Record_ID,Customer_ID,State,Plan_Type,Usage_Date,Time_Block,Cleaned_Usage_kWh,Applied_Rate_kWh,Supply_Charge
REC-003185,CUST-07300,QLD,"EV Premium",2026-03-09,Shoulder,16.263406080257013,0.28500000000000003,NULL
REC-003188,CUST-07197,NSW,"Standard Variable",2026-02-01,Off-Peak,5.314316604622656,0.22,1.15
REC-003189,CUST-06994,NSW,"Standard Variable",2026-01-23,Shoulder,26.782102735978278,0.27,NULL
REC-003191,CUST-07519,WA,"Green Gas Hybrid",2026-02-03,Off-Peak,20.57837913893526,NULL,NULL
REC-003193,CUST-07660,QLD,"Green Gas Hybrid",2026-01-19,Off-Peak,16.582151774603748,NULL,NULL
REC-003198,CUST-04648,NSW,"Solar Saver",2026-02-25,Off-Peak,22.45676010999809,0.18,1.3
REC-003200,CUST-04416,VIC,"Solar Saver",2026-01-09,Off-Peak,25.13455800566853,0.18,1.3
REC-003205,CUST-05606,QLD,"Standard Variable",2026-03-06,Peak,8.235387009112923,0.32,1.15
REC-003210,CUST-06220,NSW,"EV Premium",2026-02-07,Off-Peak,16.19781991690117,0.12,1.5
REC-003211,CUST-04706,VIC,"Solar Saver",2026-01-22,Off-Peak,8.764477517755772,0.18,1.3
REC-003212,CUST-05618,NSW,"EV Premium",2026-01-27,Off-Peak,10.379278250385797,0.12,1.5
REC-003213,CUST-04575,QLD,"Standard Variable",2026-03-26,Shoulder,15.818889440910155,0.27,NULL
REC-003214,CUST-07557,NSW,"Standard Variable",2026-03-02,Peak,6.509459976093675,0.32,1.15
REC-003215,CUST-04684,NSW,"Standard Variable",2026-02-21,Off-Peak,21.376050250577208,0.22,1.15
REC-003218,CUST-07231,NSW,"Solar Saver",2026-02-06,Peak,12.029417493836629,0.38,1.3
REC-003219,CUST-04363,QLD,"Solar Saver",2026-02-11,Off-Peak,13.663134688835921,0.18,1.3
REC-003220,CUST-06177,VIC,"Solar Saver",2026-02-14,Peak,14.594278657006518,0.38,1.3
REC-003222,CUST-06184,TAS,"Standard Variable",2026-02-03,Shoulder,17.325377384377276,0.27,NULL
REC-003223,CUST-06880,NSW,"Standard Variable",2026-02-03,Peak,17.29945120425352,0.32,1.15
REC-003224,CUST-06411,NSW,"Standard Variable",2026-03-15,Peak,14.479584732752688,0.32,1.15
REC-003228,CUST-05618,NSW,"EV Premium",2026-02-11,Peak,20.333038847851263,0.45,1.5
REC-003229,CUST-06783,VIC,"Standard Variable",2026-01-26,Off-Peak,9.925604958554334,0.22,1.15
REC-003231,CUST-05117,VIC,"Solar Saver",2026-01-27,Shoulder,10.0633319559862,0.28,NULL
REC-003233,CUST-04384,VIC,"Standard Variable",2026-03-09,Off-Peak,9.37223151162394,0.22,1.15
REC-003236,CUST-05787,NSW,"Standard Variable",2026-03-16,Shoulder,8.350587151748957,0.27,NULL
REC-003238,CUST-07786,VIC,"Standard Variable",2026-01-25,Peak,12.584796682915979,0.32,1.15
REC-003239,CUST-06096,QLD,"Green Gas Hybrid",2026-01-25,Peak,13.21902846370361,NULL,NULL
REC-003242,CUST-04832,QLD,"Solar Saver",2026-03-23,Off-Peak,16.045203669137855,0.18,1.3
REC-003245,CUST-05516,QLD,"Standard Variable",2026-03-23,Off-Peak,9.750831863347189,0.22,1.15
REC-003247,CUST-07397,NSW,"Standard Variable",2026-01-06,Off-Peak,16.12196569883566,0.22,1.15
REC-003250,CUST-07535,WA,"Green Gas Hybrid",2026-03-17,Peak,15.657266840944327,NULL,NULL
REC-003251,CUST-04204,TAS,"EV Premium",2026-03-15,Shoulder,8.152502770028141,0.28500000000000003,NULL
REC-003252,CUST-04378,WA,"Solar Saver",2026-01-26,Off-Peak,12.597070487304398,0.18,1.3
REC-003254,CUST-06534,NSW,"Standard Variable",2026-01-22,Off-Peak,19.57819093997947,0.22,1.15
REC-003260,CUST-04605,QLD,"EV Premium",2026-01-11,Off-Peak,25.256884571792913,0.12,1.5
REC-003263,CUST-06346,NSW,"Solar Saver",2026-03-08,Off-Peak,10.885372463464922,0.18,1.3
REC-003264,CUST-07205,SA,"Standard Variable",2026-03-18,Off-Peak,24.96757489931561,0.22,1.15
REC-003272,CUST-04101,QLD,"Solar Saver",2026-03-05,Shoulder,22.974493005675917,0.28,NULL
REC-003273,CUST-06216,WA,"Solar Saver",2026-01-30,Shoulder,19.06310020765931,0.28,NULL
REC-003275,CUST-06474,TAS,"Standard Variable",2026-01-30,Peak,11.729981652478683,0.32,1.15
REC-003276,CUST-05267,NSW,"Standard Variable",2026-02-25,Peak,11.797689993192265,0.32,1.15
REC-003277,CUST-06493,VIC,"Standard Variable",2026-03-10,Shoulder,12.525948695058604,0.27,NULL
REC-003278,CUST-04461,VIC,"Green Gas Hybrid",2026-01-19,Peak,18.445356004135203,NULL,NULL
REC-003283,CUST-04997,NSW,"Standard Variable",2026-01-25,Off-Peak,9.634922708256887,0.22,1.15
REC-003284,CUST-04345,QLD,"Green Gas Hybrid",2026-03-19,Peak,18.66857467666374,NULL,NULL
REC-003286,CUST-06592,NSW,"EV Premium",2026-01-30,Shoulder,7.495515837391692,0.28500000000000003,NULL
REC-003287,CUST-07709,VIC,"EV Premium",2026-03-12,Peak,11.097271251068515,0.45,1.5
REC-003288,CUST-06483,QLD,"Standard Variable",2026-03-07,Shoulder,9.259443425888389,0.27,NULL
REC-003290,CUST-06239,WA,"Solar Saver",2026-02-12,Peak,13.854837192774,0.38,1.3
REC-003293,CUST-07097,WA,"EV Premium",2026-02-15,Shoulder,9.648549957584894,0.28500000000000003,NULL
REC-003295,CUST-05043,NSW,"Standard Variable",2026-03-03,Shoulder,8.576203439793893,0.27,NULL
REC-003297,CUST-07457,QLD,"Green Gas Hybrid",2026-01-17,Off-Peak,21.91103992334419,NULL,NULL
REC-003299,CUST-05144,QLD,"Solar Saver",2026-01-28,Peak,24.502066834242104,0.38,1.3
REC-003301,CUST-04148,VIC,"Standard Variable",2026-02-20,Peak,19.71304772109371,0.32,1.15
REC-003302,CUST-04390,NSW,"Standard Variable",2026-01-19,Off-Peak,7.739116176013647,0.22,1.15
REC-003304,CUST-05502,NSW,"Solar Saver",2026-03-16,Shoulder,17.534655053353767,0.28,NULL
REC-003312,CUST-06536,NSW,"Solar Saver",2026-01-27,Peak,18.404258616512053,0.38,1.3
REC-003314,CUST-06157,QLD,"Standard Variable",2026-02-05,Shoulder,17.070428604058726,0.27,NULL
REC-003315,CUST-04637,VIC,"Standard Variable",2026-01-19,Shoulder,13.75705290420968,0.27,NULL
REC-003324,CUST-07164,QLD,"Green Gas Hybrid",2026-02-18,Peak,10.40150443020105,NULL,NULL
REC-003325,CUST-07702,QLD,"Standard Variable",2026-02-04,Off-Peak,23.976414730607345,0.22,1.15
REC-003332,CUST-06141,VIC,"Solar Saver",2026-01-22,Shoulder,30.090329369623177,0.28,NULL
REC-003333,CUST-04417,VIC,"EV Premium",2026-03-06,Off-Peak,23.400727647722416,0.12,1.5
REC-003335,CUST-06018,VIC,"EV Premium",2026-01-23,Shoulder,17.320034427039126,0.28500000000000003,NULL
REC-003336,CUST-06994,NSW,"Standard Variable",2026-01-24,Peak,11.958158261854035,0.32,1.15
REC-003338,CUST-05590,QLD,"Standard Variable",2026-03-28,Off-Peak,17.05453582159462,0.22,1.15
REC-003339,CUST-07006,VIC,"EV Premium",2026-02-07,Peak,18.309354714416955,0.45,1.5
REC-003340,CUST-07629,SA,"Solar Saver",2026-02-16,Off-Peak,3.663294955409615,0.18,1.3
REC-003344,CUST-07240,VIC,"Green Gas Hybrid",2026-02-10,Shoulder,16.810415029905364,NULL,NULL
REC-003345,CUST-07440,NSW,"Green Gas Hybrid",2026-02-11,Peak,13.424041410849739,NULL,NULL
REC-003347,CUST-06231,QLD,"Standard Variable",2026-03-20,Off-Peak,22.752934454096838,0.22,1.15
REC-003353,CUST-05857,NSW,"EV Premium",2026-02-26,Off-Peak,19.322507780584136,0.12,1.5
REC-003356,CUST-07096,QLD,"Green Gas Hybrid",2026-02-03,Off-Peak,12.161866931509431,NULL,NULL
REC-003358,CUST-04451,VIC,"EV Premium",2026-01-28,Off-Peak,12.92272177024333,0.12,1.5
REC-003360,CUST-06554,NSW,"Green Gas Hybrid",2026-01-10,Peak,14.436554954071932,NULL,NULL
REC-003362,CUST-07121,SA,"Standard Variable",2026-02-25,Shoulder,15.528165781230605,0.27,NULL
REC-003363,CUST-04011,NSW,"EV Premium",2026-01-23,Peak,8.361954134383673,0.45,1.5
REC-003366,CUST-06541,NSW,"Standard Variable",2026-01-29,Shoulder,10.674712815585472,0.27,NULL
REC-003367,CUST-04074,QLD,"Green Gas Hybrid",2026-02-15,Peak,17.163855365295817,NULL,NULL
REC-003368,CUST-05546,NSW,"Solar Saver",2026-02-10,Shoulder,10.091247290838142,0.28,NULL
REC-003369,CUST-04830,VIC,"EV Premium",2026-03-10,Peak,13.71809996012785,0.45,1.5
REC-003376,CUST-05919,NSW,"EV Premium",2026-03-30,Off-Peak,16.543251549445444,0.12,1.5
REC-003384,CUST-04399,NSW,"EV Premium",2026-03-13,Peak,23.02761230613863,0.45,1.5
REC-003385,CUST-04147,NSW,"Solar Saver",2026-01-01,Shoulder,20.350844771613787,0.28,NULL
REC-003387,CUST-06025,NSW,"EV Premium",2026-01-25,Off-Peak,14.451591177887128,0.12,1.5
REC-003390,CUST-04757,NSW,"Solar Saver",2026-01-18,Off-Peak,10.95480628391361,0.18,1.3
REC-003394,CUST-04132,NSW,"Solar Saver",2026-02-22,Off-Peak,21.794798767199822,0.18,1.3
REC-003396,CUST-07246,NSW,"Solar Saver",2026-03-03,Shoulder,15.595022962433385,0.28,NULL
REC-003398,CUST-05660,QLD,"Standard Variable",2026-03-19,Off-Peak,17.77034115978732,0.22,1.15
REC-003399,CUST-04969,SA,"Solar Saver",2026-01-26,Shoulder,8.769506752663586,0.28,NULL
REC-003400,CUST-05424,VIC,"EV Premium",2026-03-12,Shoulder,10.431367330562033,0.28500000000000003,NULL
REC-003402,CUST-06798,VIC,"Standard Variable",2026-01-21,Peak,29.069284098961365,0.32,1.15
REC-003405,CUST-04263,VIC,"Solar Saver",2026-02-14,Off-Peak,12.026487514669777,0.18,1.3
REC-003407,CUST-04159,SA,"EV Premium",2026-01-27,Off-Peak,2.227008733128823,0.12,1.5
REC-003413,CUST-05289,NSW,"EV Premium",2026-02-21,Off-Peak,9.925400889414853,0.12,1.5
REC-003416,CUST-06491,QLD,"Standard Variable",2026-01-05,Shoulder,20.889650409532933,0.27,NULL
REC-003419,CUST-04930,SA,"Solar Saver",2026-01-16,Peak,17.71533849097735,0.38,1.3
REC-003420,CUST-04289,VIC,"EV Premium",2026-02-20,Off-Peak,2.9433963628569,0.12,1.5
REC-003424,CUST-07717,NSW,"Standard Variable",2026-01-18,Off-Peak,8.168382273684848,0.22,1.15
REC-003425,CUST-04076,QLD,"Solar Saver",2026-03-17,Peak,18.67793622816373,0.38,1.3
REC-003426,CUST-05508,VIC,"Standard Variable",2026-01-19,Peak,10.897682320352647,0.32,1.15
REC-003427,CUST-06097,NSW,"Solar Saver",2026-03-22,Off-Peak,14.644393530814048,0.18,1.3
REC-003428,CUST-07725,SA,"EV Premium",2026-02-11,Off-Peak,11.68133498570895,0.12,1.5
REC-003437,CUST-06025,NSW,"EV Premium",2026-01-23,Peak,15.059045738476183,0.45,1.5
REC-003441,CUST-07414,WA,"Standard Variable",2026-01-30,Off-Peak,18.78677285262308,0.22,1.15
REC-003443,CUST-04571,VIC,"Standard Variable",2026-03-09,Peak,18.080218701309835,0.32,1.15
REC-003444,CUST-07425,VIC,"Standard Variable",2026-01-29,Peak,24.24165634048485,0.32,1.15
REC-003446,CUST-06363,NSW,"EV Premium",2026-01-07,Off-Peak,9.565874713031057,0.12,1.5
REC-003447,CUST-06389,NSW,"Standard Variable",2026-01-16,Peak,11.178071976955602,0.32,1.15
REC-003448,CUST-04539,NSW,"EV Premium",2026-03-13,Peak,15.545727584185345,0.45,1.5
REC-003449,CUST-06645,NSW,"Solar Saver",2026-03-30,Shoulder,15.871644555638921,0.28,NULL
REC-003450,CUST-07395,NSW,"Solar Saver",2026-03-29,Peak,11.613284374939226,0.38,1.3
REC-003451,CUST-04351,WA,"Standard Variable",2026-02-10,Peak,19.630076376198872,0.32,1.15
REC-003454,CUST-07170,NSW,"Standard Variable",2026-02-24,Off-Peak,19.04772575722757,0.22,1.15
REC-003456,CUST-04085,NSW,"Standard Variable",2026-02-20,Off-Peak,11.780075416199281,0.22,1.15
REC-003457,CUST-05935,VIC,"Solar Saver",2026-01-21,Shoulder,11.494172747013334,0.28,NULL
REC-003466,CUST-05524,VIC,"EV Premium",2026-01-28,Peak,15.088129579089832,0.45,1.5
REC-003470,CUST-04198,NSW,"EV Premium",2026-03-11,Peak,16.786729366320113,0.45,1.5
REC-003471,CUST-06918,SA,"Standard Variable",2026-02-09,Off-Peak,17.69138232146814,0.22,1.15
REC-003474,CUST-07658,QLD,"Green Gas Hybrid",2026-03-19,Peak,17.42131142752002,NULL,NULL
REC-003475,CUST-03913,NSW,"Solar Saver",2026-03-18,Off-Peak,16.61222553533653,0.18,1.3
REC-003478,CUST-04296,NSW,"EV Premium",2026-02-02,Off-Peak,17.124120784365385,0.12,1.5
REC-003479,CUST-04122,VIC,"Standard Variable",2026-01-11,Off-Peak,13.747818863564262,0.22,1.15
REC-003480,CUST-05040,SA,"Solar Saver",2026-03-06,Peak,10.559030392301901,0.38,1.3
REC-003481,CUST-07816,VIC,"Standard Variable",2026-01-27,Peak,13.759266698983007,0.32,1.15
REC-003482,CUST-07001,NSW,"EV Premium",2026-01-30,Shoulder,9.929428817458858,0.28500000000000003,NULL
REC-003491,CUST-05428,NSW,"Standard Variable",2026-03-23,Off-Peak,9.13656644404115,0.22,1.15
REC-003494,CUST-06012,WA,"Standard Variable",2026-01-02,Off-Peak,21.352003846466026,0.22,1.15
REC-003498,CUST-05784,NSW,"Standard Variable",2026-01-29,Shoulder,12.395150157660787,0.27,NULL
REC-003502,CUST-06982,VIC,"Standard Variable",2026-03-28,Off-Peak,28.045980436673045,0.22,1.15
REC-003509,CUST-05852,SA,"Solar Saver",2026-03-09,Peak,17.234333176600632,0.38,1.3
REC-003515,CUST-07077,QLD,"Standard Variable",2026-03-31,Shoulder,18.665453944436923,0.27,NULL
REC-003516,CUST-05688,SA,"Standard Variable",2026-03-04,Peak,15.471666675306905,0.32,1.15
REC-003519,CUST-04733,QLD,"Standard Variable",2026-03-18,Off-Peak,15.330694852143685,0.22,1.15
REC-003523,CUST-05666,WA,"EV Premium",2026-01-29,Off-Peak,14.466558389346993,0.12,1.5
REC-003532,CUST-05867,QLD,"EV Premium",2026-01-27,Off-Peak,9.046334928636721,0.12,1.5
REC-003533,CUST-07084,VIC,"Green Gas Hybrid",2026-02-26,Shoulder,20.544614084336942,NULL,NULL
REC-003540,CUST-07334,VIC,"Green Gas Hybrid",2026-03-06,Off-Peak,13.360249149246915,NULL,NULL
REC-003542,CUST-07243,NSW,"Standard Variable",2026-01-01,Peak,17.752168075275435,0.32,1.15
REC-003543,CUST-07574,QLD,"Standard Variable",2026-01-10,Peak,15.705283888496563,0.32,1.15
REC-003546,CUST-06906,NSW,"Green Gas Hybrid",2026-01-09,Peak,11.987158381202521,NULL,NULL
REC-003548,CUST-04373,NSW,"EV Premium",2026-01-29,Peak,3.130667027935388,0.45,1.5
REC-003549,CUST-04646,QLD,"Standard Variable",2026-01-02,Peak,18.80523218073546,0.32,1.15
REC-003550,CUST-05428,NSW,"Standard Variable",2026-03-23,Peak,13.294689577690102,0.32,1.15
REC-003554,CUST-04172,ACT,"Standard Variable",2026-01-29,Peak,8.902929046628898,0.32,1.15
REC-003555,CUST-06483,QLD,"Standard Variable",2026-01-05,Peak,18.65849652446862,0.32,1.15
REC-003556,CUST-06909,WA,"EV Premium",2026-03-10,Peak,18.287396440478553,0.45,1.5
REC-003557,CUST-05570,TAS,"Solar Saver",2026-03-07,Shoulder,12.249798425704453,0.28,NULL
REC-003561,CUST-06814,WA,"Standard Variable",2026-01-22,Off-Peak,18.99677520089856,0.22,1.15
REC-003566,CUST-05272,NSW,"Solar Saver",2026-01-08,Off-Peak,16.98622800364645,0.18,1.3
REC-003568,CUST-07583,NSW,"Standard Variable",2026-02-06,Peak,21.31147341739869,0.32,1.15
REC-003573,CUST-03937,VIC,"Solar Saver",2026-01-05,Peak,14.823996296319097,0.38,1.3
REC-003575,CUST-06217,NSW,"Standard Variable",2026-01-18,Peak,17.235048203851175,0.32,1.15
REC-003576,CUST-04524,QLD,"Standard Variable",2026-03-27,Peak,26.464616976173943,0.32,1.15
REC-003579,CUST-05827,QLD,"Standard Variable",2026-01-17,Peak,16.343249176882257,0.32,1.15
REC-003580,CUST-04076,QLD,"Solar Saver",2026-01-22,Off-Peak,15.13286306197026,0.18,1.3
REC-003582,CUST-04696,WA,"Standard Variable",2026-03-28,Shoulder,16.931393051999144,0.27,NULL
REC-003585,CUST-04502,VIC,"Green Gas Hybrid",2026-03-22,Peak,13.627628338118505,NULL,NULL
REC-003589,CUST-04044,QLD,"Standard Variable",2026-02-03,Off-Peak,12.902284878273704,0.22,1.15
REC-003590,CUST-05140,SA,"EV Premium",2026-02-23,Peak,20.34151261191382,0.45,1.5
REC-003594,CUST-07529,QLD,"EV Premium",2026-03-02,Off-Peak,19.180724432205977,0.12,1.5
REC-003600,CUST-06600,QLD,"EV Premium",2026-02-15,Peak,16.723995486263604,0.45,1.5
REC-003602,CUST-04471,SA,"EV Premium",2026-01-02,Peak,13.158368999991545,0.45,1.5
REC-003607,CUST-06722,NSW,"Standard Variable",2026-01-01,Off-Peak,18.909907571363313,0.22,1.15
REC-003608,CUST-03971,TAS,"Standard Variable",2026-03-21,Shoulder,21.353292828120633,0.27,NULL
REC-003611,CUST-05079,VIC,"Standard Variable",2026-03-25,Peak,17.29459555426621,0.32,1.15
REC-003616,CUST-04896,NSW,"Standard Variable",2026-03-15,Shoulder,23.34647194498391,0.27,NULL
REC-003625,CUST-06133,VIC,"Green Gas Hybrid",2026-01-22,Off-Peak,16.138900481577547,NULL,NULL
REC-003630,CUST-04513,NSW,"Standard Variable",2026-02-07,Off-Peak,12.708475452212788,0.22,1.15
REC-003635,CUST-04705,VIC,"Green Gas Hybrid",2026-03-06,Shoulder,15.043699918458186,NULL,NULL
REC-003636,CUST-05728,NSW,"EV Premium",2026-02-25,Peak,17.060242355481954,0.45,1.5
REC-003640,CUST-07117,WA,"Standard Variable",2026-03-12,Off-Peak,13.7576740436176,0.22,1.15
REC-003641,CUST-05430,QLD,"Standard Variable",2026-02-07,Peak,16.143202175174444,0.32,1.15
REC-003646,CUST-05001,VIC,"Solar Saver",2026-03-16,Peak,10.912286637000236,0.38,1.3
REC-003647,CUST-05122,SA,"Standard Variable",2026-03-05,Off-Peak,18.103177341638222,0.22,1.15
REC-003648,CUST-05723,WA,"EV Premium",2026-02-14,Peak,11.052338857295435,0.45,1.5
REC-003649,CUST-06898,NSW,"Standard Variable",2026-03-15,Off-Peak,23.472044565550746,0.22,1.15
REC-003650,CUST-05495,VIC,"Standard Variable",2026-01-18,Peak,11.54801013688666,0.32,1.15
REC-003651,CUST-07640,NSW,"EV Premium",2026-03-10,Peak,13.460042738469177,0.45,1.5
REC-003658,CUST-06037,QLD,"Standard Variable",2026-01-13,Peak,9.710800914671243,0.32,1.15
REC-003663,CUST-06385,VIC,"EV Premium",2026-01-19,Shoulder,8.402874583101273,0.28500000000000003,NULL
REC-003666,CUST-05150,NSW,"Standard Variable",2026-03-29,Peak,12.215119400445435,0.32,1.15
REC-003668,CUST-06609,SA,"Standard Variable",2026-02-21,Off-Peak,11.184102532432963,0.22,1.15
REC-003676,CUST-04016,NSW,"Standard Variable",2026-01-04,Shoulder,16.87566040325077,0.27,NULL
REC-003678,CUST-06707,SA,"Green Gas Hybrid",2026-02-20,Off-Peak,17.529149398309816,NULL,NULL
REC-003679,CUST-06772,WA,"EV Premium",2026-01-27,Peak,20.76352453761853,0.45,1.5
REC-003680,CUST-07707,VIC,"EV Premium",2026-01-22,Off-Peak,16.439869979082758,0.12,1.5
REC-003688,CUST-04929,QLD,"Standard Variable",2026-02-14,Off-Peak,15.88251605629442,0.22,1.15
REC-003690,CUST-07424,VIC,"Green Gas Hybrid",2026-01-23,Shoulder,18.788239919138068,NULL,NULL
REC-003693,CUST-06439,NSW,"Solar Saver",2026-02-21,Peak,19.74424250016544,0.38,1.3
REC-003694,CUST-06519,ACT,"EV Premium",2026-03-19,Peak,21.29481254571058,0.45,1.5
REC-003695,CUST-05787,NSW,"Standard Variable",2026-02-02,Off-Peak,16.43599372469249,0.22,1.15
REC-003696,CUST-04152,NSW,"EV Premium",2026-03-10,Shoulder,13.595869724597886,0.28500000000000003,NULL
REC-003697,CUST-06094,VIC,"Standard Variable",2026-02-26,Peak,9.460747646971816,0.32,1.15
REC-003699,CUST-06735,NSW,"EV Premium",2026-02-23,Off-Peak,12.807814508890639,0.12,1.5
REC-003700,CUST-05017,NSW,"Solar Saver",2026-02-27,Peak,12.79954759000444,0.38,1.3
REC-003701,CUST-06510,QLD,"Standard Variable",2026-03-27,Off-Peak,3.5074057324298167,0.22,1.15
REC-003703,CUST-04944,VIC,"Standard Variable",2026-02-25,Shoulder,6.160980060618549,0.27,NULL
REC-003708,CUST-05239,NSW,"Solar Saver",2026-03-04,Peak,14.77837707998167,0.38,1.3
REC-003710,CUST-04798,WA,"Standard Variable",2026-02-20,Off-Peak,14.721176435355778,0.22,1.15
REC-003713,CUST-06713,QLD,"Solar Saver",2026-01-16,Off-Peak,18.23537750298604,0.18,1.3
REC-003716,CUST-05209,WA,"Standard Variable",2026-01-02,Peak,19.18599475248312,0.32,1.15
REC-003717,CUST-07443,NSW,"EV Premium",2026-03-19,Off-Peak,17.409577575579934,0.12,1.5
REC-003718,CUST-04749,VIC,"Standard Variable",2026-01-31,Peak,17.21655271024529,0.32,1.15
REC-003720,CUST-07046,VIC,"Solar Saver",2026-02-02,Peak,15.959510070848733,0.38,1.3
REC-003721,CUST-07625,VIC,"Solar Saver",2026-02-09,Off-Peak,20.178356924444426,0.18,1.3
REC-003723,CUST-07064,QLD,"Standard Variable",2026-03-24,Peak,23.717648382130996,0.32,1.15
REC-003726,CUST-05708,NSW,"Standard Variable",2026-02-09,Off-Peak,13.84414607264311,0.22,1.15
REC-003727,CUST-05443,NSW,"Solar Saver",2026-02-12,Peak,7.083912471587213,0.38,1.3
REC-003728,CUST-06930,QLD,"EV Premium",2026-03-15,Off-Peak,15.874854342662946,0.12,1.5
REC-003729,CUST-06421,ACT,"Solar Saver",2026-01-12,Shoulder,14.373233759437548,0.28,NULL
REC-003730,CUST-04032,NSW,"EV Premium",2026-03-31,Shoulder,9.289628615288603,0.28500000000000003,NULL
REC-003731,CUST-07443,NSW,"EV Premium",2026-01-04,Off-Peak,6.862137160102842,0.12,1.5
REC-003732,CUST-06361,NSW,"Standard Variable",2026-02-28,Shoulder,15.967377245649002,0.27,NULL
REC-003735,CUST-04840,NSW,"Standard Variable",2026-01-24,Peak,20.130330653662636,0.32,1.15
REC-003736,CUST-07352,NSW,"EV Premium",2026-02-04,Off-Peak,15.977882395717977,0.12,1.5
REC-003737,CUST-07786,VIC,"Standard Variable",2026-01-05,Peak,11.425183013820213,0.32,1.15
REC-003739,CUST-05546,NSW,"Solar Saver",2026-03-13,Peak,24.108739953196814,0.38,1.3
REC-003746,CUST-07736,QLD,"Solar Saver",2026-03-18,Off-Peak,8.174958093858368,0.18,1.3
REC-003747,CUST-07644,NSW,"Standard Variable",2026-02-13,Off-Peak,17.808502353414415,0.22,1.15
REC-003749,CUST-04017,WA,"Green Gas Hybrid",2026-01-02,Off-Peak,1.3842383791238966,NULL,NULL
REC-003751,CUST-04527,QLD,"Standard Variable",2026-03-12,Off-Peak,4.394566180886123,0.22,1.15
REC-003752,CUST-07785,SA,"Standard Variable",2026-01-10,Off-Peak,6.308249698489787,0.22,1.15
REC-003755,CUST-05576,NSW,"Solar Saver",2026-02-24,Peak,3.2288582258470644,0.38,1.3
REC-003756,CUST-05345,TAS,"EV Premium",2026-03-31,Off-Peak,7.1054207457649,0.12,1.5
REC-003757,CUST-04737,VIC,"Standard Variable",2026-02-11,Shoulder,8.205218272886725,0.27,NULL
REC-003760,CUST-06051,VIC,"EV Premium",2026-03-13,Off-Peak,17.67123726995401,0.12,1.5
REC-003761,CUST-05078,NSW,"Standard Variable",2026-01-13,Peak,14.873541047139847,0.32,1.15
REC-003762,CUST-05341,WA,"EV Premium",2026-02-06,Shoulder,10.493740466045564,0.28500000000000003,NULL
REC-003766,CUST-07072,VIC,"Solar Saver",2026-03-19,Shoulder,15.908877356260945,0.28,NULL
REC-003768,CUST-06579,VIC,"Standard Variable",2026-03-16,Shoulder,17.543155701725105,0.27,NULL
REC-003769,CUST-06614,NSW,"Standard Variable",2026-03-30,Shoulder,15.272824979614247,0.27,NULL
REC-003770,CUST-04507,QLD,"EV Premium",2026-03-28,Peak,6.472290101393558,0.45,1.5
REC-003772,CUST-05193,QLD,"Standard Variable",2026-03-12,Off-Peak,10.539774062626636,0.22,1.15
REC-003779,CUST-07791,VIC,"EV Premium",2026-03-27,Off-Peak,18.1101308433457,0.12,1.5
REC-003781,CUST-06629,VIC,"Solar Saver",2026-03-02,Peak,11.346560338223437,0.38,1.3
REC-003783,CUST-04456,NSW,"Standard Variable",2026-01-09,Peak,15.925702959137311,0.32,1.15
REC-003784,CUST-05942,NSW,"Standard Variable",2026-03-04,Peak,10.816316701213998,0.32,1.15
REC-003789,CUST-04339,VIC,"Standard Variable",2026-01-17,Peak,16.831864613800768,0.32,1.15
REC-003792,CUST-03992,NSW,"Solar Saver",2026-01-24,Off-Peak,21.215575143606074,0.18,1.3
REC-003794,CUST-07533,NSW,"Solar Saver",2026-02-05,Off-Peak,14.130468478523989,0.18,1.3
REC-003795,CUST-07246,NSW,"Solar Saver",2026-03-03,Peak,17.17405590946335,0.38,1.3
REC-003801,CUST-06078,VIC,"Standard Variable",2026-01-10,Peak,18.662448170423282,0.32,1.15
REC-003804,CUST-04650,NSW,"Solar Saver",2026-02-06,Shoulder,14.703241642041414,0.28,NULL
REC-003805,CUST-06615,NSW,"Solar Saver",2026-02-02,Peak,7.177672060642136,0.38,1.3
REC-003809,CUST-04817,SA,"Solar Saver",2026-03-04,Off-Peak,14.045241165037526,0.18,1.3
REC-003810,CUST-05850,VIC,"Solar Saver",2026-02-04,Peak,14.793079450533162,0.38,1.3
REC-003817,CUST-06643,VIC,"EV Premium",2026-01-27,Peak,16.1618920962512,0.45,1.5
REC-003821,CUST-07182,VIC,"Solar Saver",2026-03-17,Shoulder,11.959475861095443,0.28,NULL
REC-003822,CUST-06260,NSW,"EV Premium",2026-01-07,Peak,8.96532851016693,0.45,1.5
REC-003825,CUST-04502,VIC,"Green Gas Hybrid",2026-03-08,Peak,7.5084491759057315,NULL,NULL
REC-003828,CUST-06711,NSW,"EV Premium",2026-03-18,Peak,25.05227573877388,0.45,1.5
REC-003832,CUST-04425,VIC,"Standard Variable",2026-02-22,Peak,17.122898463955536,0.32,1.15
REC-003833,CUST-05420,VIC,"Standard Variable",2026-01-28,Off-Peak,14.937583529079793,0.22,1.15
REC-003835,CUST-04111,VIC,"EV Premium",2026-01-05,Off-Peak,20.4598187986357,0.12,1.5
REC-003838,CUST-05582,VIC,"Standard Variable",2026-02-14,Off-Peak,9.891444754210045,0.22,1.15
REC-003843,CUST-03966,WA,"EV Premium",2026-01-07,Off-Peak,10.964217400680717,0.12,1.5
REC-003849,CUST-07550,QLD,"Solar Saver",2026-01-19,Off-Peak,24.95584083605866,0.18,1.3
